InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
503744,96610,Product 17,16,01/07/2023 09:06,97.58,11484,Indonesia
524995,21442,Product 6,3,06/10/2023 22:20,7.46,16331,Indonesia
516977,56289,Product 3,15,05/27/2023 15:18,82.36,18792,Indonesia
597938,63747,Product 13,3,02/05/2023 17:01,64.98,18006,Indonesia
534542,47327,Product 16,14,10/30/2023 04:19,65.09,10206,Indonesia
510651,26199,Product 8,16,01/11/2023 09:01,13.71,10391,Indonesia
599239,82827,Product 15,17,07/14/2023 22:54,65.37,11495,Indonesia
578931,10112,Product 17,18,01/20/2023 04:36,98.27,16265,Indonesia
595344,97051,Product 17,18,09/13/2023 08:33,91.27,15791,Indonesia
516715,29581,Product 13,14,02/22/2023 11:34,44.47,17385,Indonesia
544409,69722,Product 17,18,12/08/2023 11:23,4.95,18838,Indonesia
524306,26523,Product 6,15,03/22/2023 09:29,36.87,11484,Indonesia
519086,76960,Product 17,15,04/30/2023 13:22,82.81,13627,Indonesia
514376,29552,Product 16,6,05/08/2023 16:49,70.45,13696,Indonesia
561350,20808,Product 14,15,04/25/2023 16:13,46.48,15675,Indonesia
571425,82525,Product 13,18,01/09/2023 07:01,6.46,15463,Indonesia
536636,33620,Product 6,4,08/25/2023 06:08,43.26,16668,Indonesia
586120,10887,Product 3,8,09/03/2023 21:42,47.43,15977,Indonesia
551649,41802,Product 14,15,01/04/2023 12:33,92.93,18110,Indonesia
534610,95024,Product 14,3,08/03/2023 04:10,64.47,15578,Indonesia
510058,91938,Product 15,15,11/22/2023 17:20,31.85,16863,Indonesia
574637,96741,Product 8,13,02/11/2023 03:40,53.01,10663,Indonesia
578033,36049,Product 15,9,02/03/2023 16:36,7.54,15116,Indonesia
570194,87789,Product 13,2,06/02/2023 05:57,97.28,13005,Indonesia
576917,94526,Product 17,8,03/17/2023 22:52,36.65,17208,Indonesia
564200,17846,Product 3,17,12/28/2023 21:20,48.31,17734,Indonesia
546619,56220,Product 6,13,01/27/2023 05:26,36.17,17574,Indonesia
517154,56163,Product 5,1,06/17/2023 01:11,68.57,19925,Indonesia
519539,13765,Product 17,2,08/25/2023 20:06,66.56,15535,Indonesia
560058,91486,Product 2,15,06/22/2023 16:25,71.82,17270,Indonesia
562068,55270,Product 15,12,07/09/2023 13:01,27.55,16863,Indonesia
577313,85277,Product 5,14,11/06/2023 10:00,32.25,12047,Indonesia
599932,98278,Product 6,2,11/03/2023 20:35,13.4,17392,Indonesia
530373,32931,Product 6,18,10/09/2023 20:10,65.9,10769,Indonesia
533154,99116,Product 18,7,10/23/2023 10:35,4.94,18164,Indonesia
506031,65633,Product 18,6,04/23/2023 06:39,60.17,16019,Indonesia
593533,90702,Product 4,14,08/15/2023 21:33,87.1,17392,Indonesia
571975,61913,Product 17,8,02/24/2023 14:23,89.19,17892,Indonesia
522785,35991,Product 14,2,09/03/2023 21:04,45.45,11016,Indonesia
578928,64845,Product 14,17,11/08/2023 00:57,46.47,18322,Indonesia
528669,65312,Product 13,5,02/05/2023 14:19,8.62,10775,Indonesia
594475,20561,Product 7,14,08/15/2023 19:42,67.41,15463,Indonesia
502282,26901,Product 12,3,12/03/2023 12:42,82.3,10391,Indonesia
534624,72875,Product 15,5,07/20/2023 01:52,25.22,16184,Indonesia
548438,35917,Product 19,16,03/14/2023 08:39,42.71,10161,Indonesia
589900,72120,Product 11,18,01/17/2023 00:24,84.05,12790,Indonesia
567534,11988,Product 15,17,03/02/2023 10:39,87.83,10189,Indonesia
531705,24256,Product 12,11,02/11/2023 06:34,25.07,13510,Indonesia
538244,97728,Product 3,17,05/11/2023 17:36,55.51,17555,Indonesia
574964,38230,Product 17,16,04/18/2023 11:50,20.06,15051,Indonesia
537437,69778,Product 3,2,04/12/2023 01:11,11.09,11267,Indonesia
577872,55833,Product 19,4,10/02/2023 04:43,91.2,15977,Indonesia
574878,32625,Product 4,7,11/01/2023 16:09,82.23,11267,Indonesia
572982,42088,Product 3,2,02/26/2023 22:48,76.24,14931,Indonesia
550583,89650,Product 16,6,10/30/2023 11:15,5.83,15578,Indonesia
538392,51167,Product 12,17,08/04/2023 18:07,84.53,17629,Indonesia
507461,81291,Product 8,7,05/29/2023 16:22,44.37,12327,Indonesia
510516,75303,Product 17,5,07/17/2023 07:24,34.9,10860,Indonesia
579285,86361,Product 7,5,03/30/2023 11:14,55.1,16331,Indonesia
517514,98229,Product 11,16,02/28/2023 08:44,10.04,18004,Indonesia
536268,14117,Product 18,19,01/26/2023 14:31,75.91,12433,Indonesia
590486,70710,Product 1,9,09/23/2023 15:06,58.66,14887,Indonesia
536788,77054,Product 3,5,10/09/2023 20:21,19.47,17392,Indonesia
575749,40949,Product 4,8,09/07/2023 06:13,19.63,17280,Indonesia
561049,32547,Product 13,9,12/01/2023 20:06,19.24,11306,Indonesia
562493,91882,Product 6,5,05/17/2023 18:47,6.64,16863,Indonesia
536027,78136,Product 14,10,11/24/2023 17:58,59.19,12731,Indonesia
593547,74619,Product 5,2,08/03/2023 17:30,84.19,14297,Indonesia
542849,71842,Product 16,9,04/13/2023 16:13,2.73,15791,Indonesia
517858,36990,Product 15,11,06/08/2023 02:43,5.85,12558,Indonesia
584162,26193,Product 15,4,07/07/2023 12:33,57.7,11528,Indonesia
579003,40109,Product 4,2,05/11/2023 04:42,82.13,13843,Indonesia
552395,29233,Product 8,6,07/02/2023 22:43,33.35,16528,Indonesia
539758,91730,Product 16,14,02/08/2023 14:55,35.61,16668,Indonesia
554312,44510,Product 16,1,01/04/2023 21:24,60.04,17734,Indonesia
568670,11306,Product 4,18,07/29/2023 00:15,28.15,18684,Indonesia
582279,13849,Product 13,7,04/18/2023 01:54,3.63,15051,Indonesia
515434,22360,Product 13,1,08/15/2023 09:33,73.79,18996,Indonesia
564047,55800,Product 2,1,09/08/2023 22:12,62.94,16910,Indonesia
547775,46963,Product 3,1,05/21/2023 17:31,58.49,15116,Indonesia
575769,64330,Product 8,4,04/06/2023 02:58,74.43,18433,Indonesia
566677,61707,Product 15,4,02/08/2023 13:51,67.85,11853,Indonesia
583555,28689,Product 11,18,01/29/2023 16:28,21.38,14737,Indonesia
585920,39084,Product 9,11,11/14/2023 20:43,35.9,10769,Indonesia
545734,50387,Product 7,1,07/04/2023 15:55,13.48,17392,Indonesia
588503,84816,Product 13,10,08/24/2023 14:56,13.86,14488,Indonesia
540603,12642,Product 2,9,09/23/2023 06:19,67.94,17721,Indonesia
576708,52137,Product 8,4,03/06/2023 16:02,86.0,17385,Indonesia
581926,89832,Product 7,6,05/22/2023 17:03,96.31,13748,Indonesia
568803,65561,Product 12,16,05/26/2023 04:24,63.21,14555,Indonesia
539332,72260,Product 19,2,07/12/2023 20:45,19.23,18006,Indonesia
591703,25438,Product 7,18,03/14/2023 14:48,11.46,18006,Indonesia
521312,58442,Product 10,10,12/10/2023 03:11,81.47,13556,Indonesia
593376,12994,Product 16,17,07/06/2023 04:36,58.3,15249,Indonesia
584526,11813,Product 3,13,07/17/2023 06:55,62.21,11028,Indonesia
544179,94381,Product 10,18,11/15/2023 13:23,78.36,11678,Indonesia
571442,65276,Product 6,13,01/11/2023 12:33,70.62,13627,Indonesia
540379,51243,Product 18,17,06/02/2023 06:51,83.61,18006,Indonesia
517297,72912,Product 18,5,09/17/2023 07:19,6.57,19914,Indonesia
502011,70272,Product 5,11,12/15/2023 21:52,75.0,15390,Indonesia
544014,52051,Product 7,7,08/31/2023 12:45,85.23,13005,Indonesia
511738,88854,Product 2,10,11/26/2023 10:33,29.33,19914,Indonesia
594333,92736,Product 11,17,11/09/2023 08:48,64.4,11267,Indonesia
547498,75618,Product 13,15,09/16/2023 05:04,32.1,12747,Indonesia
511120,11920,Product 5,18,09/18/2023 21:46,95.84,18006,Indonesia
508767,87219,Product 6,19,08/03/2023 16:08,4.31,18792,Indonesia
522852,86872,Product 14,2,04/09/2023 19:57,58.4,10189,Indonesia
579239,91132,Product 12,4,08/29/2023 09:34,17.48,10161,Indonesia
500929,12093,Product 4,3,06/27/2023 17:16,71.51,11678,Indonesia
577487,22905,Product 6,7,08/04/2023 02:31,18.41,16439,Indonesia
591575,34351,Product 10,18,08/15/2023 05:12,24.3,15393,Indonesia
595040,40981,Product 18,10,04/30/2023 14:24,49.94,19555,Indonesia
517438,83903,Product 15,7,11/25/2023 03:13,91.57,17392,Indonesia
548515,80821,Product 8,8,12/23/2023 01:10,21.96,17892,Indonesia
505744,92289,Product 9,6,04/15/2023 02:58,15.28,12612,Indonesia
583820,94021,Product 5,1,01/29/2023 08:02,76.14,14218,Indonesia
542417,88513,Product 10,4,08/14/2023 11:41,50.56,17280,Indonesia
507069,29874,Product 6,14,01/09/2023 14:39,91.27,13304,Indonesia
542359,60931,Product 16,17,01/25/2023 04:10,15.51,13304,Indonesia
519799,17674,Product 3,18,08/14/2023 14:37,64.95,10995,Indonesia
598746,60516,Product 10,11,11/24/2023 04:47,24.06,13099,Indonesia
593762,70686,Product 11,14,03/31/2023 17:05,16.52,13304,Indonesia
570188,79212,Product 11,9,02/06/2023 15:12,68.66,17916,Indonesia
589859,12426,Product 17,15,10/11/2023 04:12,59.77,17385,Indonesia
507597,78498,Product 4,12,03/22/2023 17:39,75.73,11636,Indonesia
547093,39943,Product 4,10,10/28/2023 18:57,31.64,15249,Indonesia
537226,76395,Product 17,19,11/19/2023 07:33,45.35,15592,Indonesia
572127,54816,Product 9,19,02/09/2023 12:44,41.14,17994,Indonesia
591369,14138,Product 19,6,10/16/2023 05:23,98.42,13627,Indonesia
577362,85945,Product 5,6,05/27/2023 15:39,29.93,16873,Indonesia
526417,14017,Product 6,8,04/02/2023 00:58,30.19,15056,Indonesia
518693,20451,Product 3,1,02/28/2023 15:40,36.1,11585,Indonesia
579674,72956,Product 1,17,09/26/2023 10:44,56.89,15393,Indonesia
553161,20278,Product 16,17,12/11/2023 20:41,25.98,11021,Indonesia
502169,53764,Product 11,15,12/22/2023 05:06,91.61,17858,Indonesia
584092,11134,Product 13,7,05/13/2023 10:44,27.3,13304,Indonesia
522052,72943,Product 10,19,11/10/2023 18:30,89.69,18901,Indonesia
571849,64318,Product 3,3,01/23/2023 09:09,11.24,15892,Indonesia
573851,70128,Product 9,11,06/09/2023 10:52,66.0,18838,Indonesia
508036,98056,Product 12,19,06/07/2023 06:30,90.79,18529,Indonesia
531778,31869,Product 14,9,03/23/2023 03:01,17.71,19555,Indonesia
527734,15039,Product 1,10,07/25/2023 12:28,96.86,10202,Indonesia
523173,31281,Product 18,2,01/12/2023 06:01,45.84,14887,Indonesia
530403,20442,Product 17,1,08/12/2023 12:45,94.63,15191,Indonesia
566321,83788,Product 9,16,06/04/2023 16:40,68.01,11636,Indonesia
571675,37586,Product 9,18,01/17/2023 07:30,30.86,10391,Indonesia
506344,63053,Product 10,17,12/20/2023 12:34,19.64,16019,Indonesia
518800,60489,Product 19,6,11/22/2023 18:29,31.07,11585,Indonesia
525372,93104,Product 15,14,03/15/2023 08:31,10.21,15232,Indonesia
561516,96346,Product 5,15,11/15/2023 14:29,15.24,11899,Indonesia
520538,77087,Product 15,14,02/06/2023 21:03,11.36,13073,Indonesia
563918,22625,Product 2,3,12/18/2023 03:49,42.87,17270,Indonesia
514973,44397,Product 13,19,11/20/2023 16:11,79.76,15791,Indonesia
571155,68671,Product 16,12,07/12/2023 21:25,15.0,17408,Indonesia
559500,76897,Product 15,2,04/30/2023 17:49,13.9,16736,Indonesia
536575,36149,Product 10,3,09/27/2023 14:28,64.7,17208,Indonesia
542261,70030,Product 14,18,07/23/2023 03:58,20.52,19692,Indonesia
527716,79906,Product 10,1,08/15/2023 19:11,10.66,17408,Indonesia
503236,15283,Product 14,6,01/07/2023 10:32,17.52,16938,Indonesia
515848,17610,Product 9,5,05/14/2023 14:14,92.45,14737,Indonesia
502352,53326,Product 14,1,02/27/2023 22:25,82.33,17035,Indonesia
501932,24924,Product 3,19,08/14/2023 03:16,36.05,10064,Indonesia
576449,86162,Product 16,1,04/09/2023 12:40,65.93,15535,Indonesia
508556,10869,Product 2,16,02/08/2023 14:54,54.19,11757,Indonesia
586836,11014,Product 10,12,10/12/2023 10:51,68.04,15575,Indonesia
505498,20103,Product 3,8,10/15/2023 01:46,68.58,11585,Indonesia
576118,92522,Product 11,16,03/25/2023 21:10,63.24,15864,Indonesia
550098,43458,Product 11,1,01/27/2023 02:16,27.34,11059,Indonesia
564386,92409,Product 13,4,08/24/2023 20:46,4.86,15675,Indonesia
509569,33248,Product 7,10,12/23/2023 19:05,46.1,12433,Indonesia
556882,99160,Product 17,11,05/27/2023 04:02,89.21,10064,Indonesia
570393,53516,Product 2,17,09/14/2023 05:14,57.38,19555,Indonesia
500340,39061,Product 12,7,06/11/2023 02:48,83.41,17555,Indonesia
543949,34170,Product 10,12,10/08/2023 11:17,99.17,12695,Indonesia
582302,18024,Product 18,7,09/28/2023 11:15,17.2,18392,Indonesia
562443,92214,Product 11,12,01/27/2023 07:45,69.49,17215,Indonesia
591668,95947,Product 16,15,05/25/2023 20:07,67.76,15450,Indonesia
574027,53803,Product 17,2,03/20/2023 13:49,98.02,15578,Indonesia
500138,29296,Product 19,14,07/18/2023 02:28,98.57,16331,Indonesia
500358,96664,Product 18,13,06/30/2023 02:19,68.98,12062,Indonesia
575250,28257,Product 3,4,02/15/2023 14:24,25.12,16184,Indonesia
585376,22855,Product 16,14,08/10/2023 13:06,80.06,10878,Indonesia
599931,95178,Product 6,14,09/30/2023 11:19,11.6,15618,Indonesia
530654,30025,Product 12,16,08/16/2023 08:37,78.29,17270,Indonesia
525879,14458,Product 11,7,11/15/2023 21:53,91.11,17385,Indonesia
581532,73610,Product 15,19,04/27/2023 01:23,38.9,17734,Indonesia
555778,80843,Product 15,2,03/13/2023 10:12,63.43,14426,Indonesia
537772,93961,Product 16,10,07/28/2023 07:20,43.58,18004,Indonesia
558478,59831,Product 10,18,10/01/2023 17:45,44.34,16396,Indonesia
564353,53427,Product 12,17,04/05/2023 05:31,31.73,16278,Indonesia
526762,48506,Product 13,5,01/11/2023 12:24,76.45,19268,Indonesia
513283,15668,Product 4,12,10/16/2023 05:40,93.68,11585,Indonesia
563922,57195,Product 7,6,09/24/2023 21:50,94.13,15450,Indonesia
539420,83233,Product 2,9,03/29/2023 08:16,18.3,15258,Indonesia
555568,34417,Product 15,1,03/17/2023 13:31,87.6,16439,Indonesia
585090,91982,Product 8,15,03/21/2023 21:21,74.01,18958,Indonesia
520219,20751,Product 7,6,04/02/2023 19:32,26.03,12062,Indonesia
557169,56218,Product 15,19,07/21/2023 07:31,7.66,15892,Indonesia
574965,17352,Product 14,18,08/30/2023 00:01,27.53,14658,Indonesia
546840,89052,Product 8,6,08/13/2023 00:40,91.31,16396,Indonesia
544695,98835,Product 12,13,03/18/2023 19:25,63.68,14636,Indonesia
584754,38927,Product 13,1,04/13/2023 01:37,72.38,15855,Indonesia
577988,51094,Product 11,13,12/25/2023 13:57,26.46,15134,Indonesia
558342,64122,Product 17,7,05/23/2023 01:41,72.22,12695,Indonesia
518951,39493,Product 17,15,11/01/2023 07:10,3.78,11707,Indonesia
501307,83539,Product 4,12,11/13/2023 02:58,38.16,11853,Indonesia
580388,41707,Product 8,1,01/09/2023 05:08,63.05,12433,Indonesia
590768,78814,Product 5,15,12/25/2023 08:49,15.46,17892,Indonesia
535428,17296,Product 16,4,07/23/2023 07:07,82.48,16873,Indonesia
592021,35398,Product 4,13,06/27/2023 19:46,24.27,15791,Indonesia
575774,45842,Product 15,5,09/08/2023 06:10,65.58,15618,Indonesia
538975,23261,Product 12,2,03/25/2023 15:03,41.11,15864,Indonesia
501140,86709,Product 5,1,11/10/2023 21:25,60.01,16776,Indonesia
524842,66704,Product 16,16,01/03/2023 08:41,11.64,16736,Indonesia
526421,77173,Product 14,6,01/14/2023 10:17,2.67,15578,Indonesia
501708,41781,Product 10,16,01/12/2023 22:11,91.05,12693,Indonesia
503630,23652,Product 7,14,01/25/2023 12:50,27.69,18996,Indonesia
519595,15103,Product 13,3,05/02/2023 18:54,82.15,10769,Indonesia
576021,35500,Product 5,15,08/26/2023 03:44,99.94,19762,Indonesia
528308,45529,Product 3,3,08/09/2023 22:52,21.93,15276,Indonesia
544789,28452,Product 15,2,07/02/2023 18:43,27.25,13099,Indonesia
555690,59393,Product 4,1,03/23/2023 05:17,66.62,18571,Indonesia
526086,41174,Product 15,9,07/30/2023 21:36,96.58,10202,Indonesia
516859,74450,Product 14,9,12/18/2023 08:58,91.67,17555,Indonesia
507684,45436,Product 19,7,05/11/2023 09:50,50.78,16892,Indonesia
591088,57406,Product 13,3,02/04/2023 21:14,79.72,12433,Indonesia
501207,73059,Product 10,18,12/19/2023 06:11,14.44,15056,Indonesia
546099,25954,Product 5,11,11/01/2023 20:30,97.77,11059,Indonesia
567496,92722,Product 6,7,01/24/2023 19:36,96.47,15191,Indonesia
566093,22356,Product 4,9,01/04/2023 11:19,17.21,15450,Indonesia
529689,12187,Product 2,1,06/01/2023 17:48,30.64,17041,Indonesia
548651,87243,Product 16,14,04/06/2023 08:35,10.92,11306,Indonesia
513893,45098,Product 18,6,09/07/2023 20:33,27.9,16736,Indonesia
597808,31225,Product 5,7,08/16/2023 01:14,81.78,10698,Indonesia
566418,13606,Product 4,10,09/19/2023 06:41,38.45,10202,Indonesia
560011,67620,Product 13,7,08/31/2023 18:57,9.75,17392,Indonesia
538635,42828,Product 19,2,09/03/2023 11:02,34.88,15051,Indonesia
556115,36489,Product 2,4,08/25/2023 17:39,98.16,15393,Indonesia
595071,24387,Product 13,17,01/21/2023 14:32,63.34,18433,Indonesia
578405,79463,Product 11,1,12/21/2023 07:35,42.2,17574,Indonesia
572702,81832,Product 4,10,08/28/2023 22:41,17.49,10854,Indonesia
578518,12591,Product 15,19,01/14/2023 13:01,98.63,15864,Indonesia
572805,58516,Product 4,15,10/20/2023 04:37,82.26,12027,Indonesia
558954,72061,Product 9,10,02/10/2023 21:46,28.87,19474,Indonesia
528064,76736,Product 7,19,01/14/2023 06:24,7.94,17574,Indonesia
579063,91257,Product 19,12,03/25/2023 01:38,6.61,15258,Indonesia
502454,71753,Product 19,16,11/22/2023 16:58,12.92,13073,Indonesia
520878,94774,Product 6,9,12/11/2023 01:34,58.5,18322,Indonesia
551098,21087,Product 6,15,08/17/2023 04:00,92.95,10698,Indonesia
562154,40816,Product 15,17,06/13/2023 12:22,50.18,15575,Indonesia
512991,33408,Product 15,14,10/30/2023 10:09,84.45,17892,Indonesia
568344,10136,Product 9,18,07/14/2023 21:13,45.14,10189,Indonesia
536593,27413,Product 4,2,03/21/2023 09:28,71.15,13763,Indonesia
536304,69500,Product 18,4,09/23/2023 11:29,73.46,13242,Indonesia
530386,94514,Product 18,18,12/27/2023 00:04,18.22,17280,Indonesia
555220,66358,Product 5,7,10/03/2023 07:42,36.76,15915,Indonesia
569338,76197,Product 11,13,01/01/2023 21:19,64.09,15618,Indonesia
594289,42854,Product 5,15,10/11/2023 10:36,8.0,13242,Indonesia
521083,86240,Product 4,1,06/24/2023 04:11,36.79,15116,Indonesia
518354,26322,Product 12,11,06/14/2023 16:48,53.95,18792,Indonesia
522190,16968,Product 2,10,04/30/2023 11:55,99.63,12062,Indonesia
506142,37518,Product 13,5,06/05/2023 14:14,47.98,16938,Indonesia
528398,61925,Product 10,16,04/18/2023 19:49,81.79,11678,Indonesia
551971,69848,Product 9,11,11/30/2023 01:08,43.77,18154,Indonesia
541862,11700,Product 10,6,10/20/2023 19:25,79.84,15463,Indonesia
598668,33199,Product 7,9,10/12/2023 00:54,59.95,17035,Indonesia
553410,54589,Product 4,13,02/04/2023 05:36,88.77,17734,Indonesia
519503,42115,Product 19,8,09/02/2023 04:32,41.68,18110,Indonesia
548456,71934,Product 10,14,06/28/2023 13:11,60.83,14931,Indonesia
582035,64316,Product 3,1,10/03/2023 20:49,63.37,12454,Indonesia
508016,15520,Product 19,17,08/04/2023 10:33,42.32,17892,Indonesia
502384,46455,Product 2,5,08/05/2023 17:28,15.29,15450,Indonesia
562320,96465,Product 10,2,07/04/2023 06:30,10.26,13627,Indonesia
515072,51605,Product 2,9,07/03/2023 14:42,2.65,18571,Indonesia
580018,24955,Product 2,4,06/27/2023 22:43,87.48,15915,Indonesia
540510,54049,Product 17,17,10/21/2023 19:22,24.41,15232,Indonesia
548933,23917,Product 16,17,05/06/2023 12:51,21.94,15056,Indonesia
521826,80293,Product 16,18,12/02/2023 17:41,73.87,15486,Indonesia
568026,88581,Product 14,16,01/08/2023 17:20,32.68,19555,Indonesia
525518,74925,Product 7,8,05/09/2023 22:07,51.1,12731,Indonesia
524045,80269,Product 11,11,06/06/2023 05:04,17.09,12433,Indonesia
550876,40954,Product 1,18,03/27/2023 14:33,96.01,10466,Indonesia
592446,82617,Product 11,10,07/12/2023 22:54,85.31,17270,Indonesia
590102,51458,Product 4,13,08/06/2023 10:09,86.52,18666,Indonesia
551919,99037,Product 7,17,04/24/2023 17:16,41.27,17629,Indonesia
599441,31113,Product 15,18,01/26/2023 07:46,76.47,17270,Indonesia
527103,53939,Product 18,10,08/20/2023 16:11,15.24,12047,Indonesia
536188,39345,Product 12,16,11/24/2023 13:03,1.85,11685,Indonesia
505845,56313,Product 17,5,10/16/2023 00:18,2.98,13556,Indonesia
586698,79166,Product 1,13,10/14/2023 15:13,59.07,17270,Indonesia
536674,57861,Product 11,18,02/22/2023 15:04,46.08,19998,Indonesia
519337,59298,Product 1,17,12/27/2023 01:49,52.28,14555,Indonesia
522313,57221,Product 15,9,07/11/2023 05:08,1.74,10854,Indonesia
526943,54942,Product 10,14,06/10/2023 08:24,42.85,10854,Indonesia
577949,13453,Product 7,17,06/25/2023 12:08,72.09,11306,Indonesia
500276,64935,Product 2,4,09/02/2023 12:30,44.83,17629,Indonesia
551151,53370,Product 10,18,11/20/2023 01:37,73.49,16873,Indonesia
517611,18328,Product 4,15,05/12/2023 05:18,24.07,10860,Indonesia
511944,25534,Product 12,11,03/23/2023 12:40,81.5,16184,Indonesia
552887,95280,Product 19,12,10/06/2023 18:44,59.25,12433,Indonesia
581442,94925,Product 11,9,11/27/2023 00:23,21.87,11899,Indonesia
549847,46320,Product 8,13,11/06/2023 06:24,24.44,15116,Indonesia
558653,59170,Product 18,15,08/01/2023 14:00,63.18,17629,Indonesia
586072,90201,Product 11,15,03/17/2023 06:14,83.16,15855,Indonesia
556622,18640,Product 11,5,11/12/2023 00:48,42.15,14859,Indonesia
527810,40049,Product 13,19,08/12/2023 16:34,26.57,19692,Indonesia
577842,15618,Product 3,14,04/12/2023 10:34,86.83,13157,Indonesia
510503,66053,Product 12,17,04/20/2023 13:09,67.26,18529,Indonesia
584761,11920,Product 3,18,09/22/2023 02:20,45.36,18666,Indonesia
536976,53937,Product 10,3,10/09/2023 07:47,49.3,17869,Indonesia
511590,79724,Product 17,2,04/27/2023 11:04,21.22,12327,Indonesia
510886,22207,Product 2,1,10/31/2023 04:14,63.05,14887,Indonesia
512866,75774,Product 17,10,10/27/2023 03:14,36.52,13581,Indonesia
566624,42972,Product 16,19,02/12/2023 15:22,99.57,12433,Indonesia
568899,20799,Product 2,17,11/22/2023 13:49,48.54,13696,Indonesia
532792,81088,Product 6,12,12/30/2023 10:44,49.1,15450,Indonesia
509764,38916,Product 10,1,01/21/2023 22:42,57.02,12062,Indonesia
586156,80463,Product 10,12,12/02/2023 14:52,91.76,16184,Indonesia
542727,86700,Product 8,17,05/04/2023 14:24,80.28,18433,Indonesia
578471,47158,Product 1,3,10/19/2023 10:50,45.66,14389,Indonesia
508068,94607,Product 13,11,09/28/2023 03:20,72.15,17994,Indonesia
507295,81696,Product 9,17,05/21/2023 21:18,59.04,10663,Indonesia
541160,71510,Product 10,3,10/17/2023 13:03,49.74,15592,Indonesia
511390,68692,Product 15,8,02/21/2023 13:26,20.04,17513,Indonesia
520131,71744,Product 5,4,06/06/2023 14:27,46.93,17099,Indonesia
594754,25810,Product 16,7,10/18/2023 07:15,25.34,15575,Indonesia
575969,15126,Product 13,14,04/16/2023 03:29,91.57,12612,Indonesia
515038,40009,Product 18,14,05/26/2023 01:48,34.21,15276,Indonesia
552327,10192,Product 11,4,03/18/2023 03:25,95.27,17994,Indonesia
593718,46413,Product 9,16,12/11/2023 10:06,53.77,14218,Indonesia
577064,22816,Product 16,1,12/17/2023 11:09,63.52,16420,Indonesia
521281,49082,Product 2,17,02/08/2023 12:30,54.75,19670,Indonesia
554189,75048,Product 2,10,03/12/2023 16:41,13.81,12790,Indonesia
548511,60940,Product 12,16,10/25/2023 03:19,38.21,15393,Indonesia
508605,42130,Product 8,16,09/20/2023 21:00,10.82,17392,Indonesia
501381,50142,Product 9,8,06/21/2023 12:41,62.67,13627,Indonesia
566634,46468,Product 12,7,02/16/2023 12:54,45.24,12454,Indonesia
519810,40698,Product 9,6,04/28/2023 20:21,78.02,13627,Indonesia
524322,20655,Product 10,16,08/08/2023 08:25,22.83,11267,Indonesia
541869,57897,Product 2,16,01/09/2023 14:09,17.29,10854,Indonesia
532955,40075,Product 16,7,05/01/2023 09:07,41.23,15855,Indonesia
561388,19359,Product 7,9,06/01/2023 15:48,92.73,11028,Indonesia
510207,52056,Product 2,14,06/03/2023 04:03,71.33,18571,Indonesia
587329,61831,Product 1,11,02/19/2023 18:35,42.47,11059,Indonesia
567628,69191,Product 19,14,03/01/2023 06:09,52.21,13943,Indonesia
528220,43272,Product 4,7,12/11/2023 17:18,9.34,11998,Indonesia
584050,24671,Product 2,1,06/13/2023 09:32,98.47,16184,Indonesia
574085,37048,Product 14,13,08/30/2023 04:46,66.97,17989,Indonesia
522031,86274,Product 2,3,02/18/2023 02:43,29.26,17385,Indonesia
570721,35963,Product 15,4,08/14/2023 00:54,59.0,16265,Indonesia
580807,53954,Product 12,11,05/29/2023 16:21,11.84,15915,Indonesia
571312,82309,Product 5,2,10/20/2023 14:34,96.62,17994,Indonesia
559766,10717,Product 7,14,06/09/2023 10:09,18.3,11059,Indonesia
512449,21676,Product 10,12,03/19/2023 12:56,65.16,10466,Indonesia
589833,14434,Product 14,17,09/11/2023 01:34,25.3,17892,Indonesia
556699,59810,Product 14,12,09/20/2023 20:17,72.04,11528,Indonesia
581253,14994,Product 5,12,11/19/2023 09:53,77.91,19762,Indonesia
546092,14234,Product 18,1,05/05/2023 06:40,67.67,13073,Indonesia
563671,79300,Product 14,13,08/29/2023 10:38,61.84,11495,Indonesia
510350,53949,Product 2,14,10/07/2023 13:18,89.35,16420,Indonesia
596158,47405,Product 12,2,03/09/2023 05:41,8.78,17208,Indonesia
568487,44872,Product 6,12,10/15/2023 06:44,33.76,19925,Indonesia
517622,52215,Product 4,16,02/05/2023 07:36,25.58,12612,Indonesia
570263,33185,Product 13,4,12/19/2023 03:02,98.81,16938,Indonesia
553117,53442,Product 4,8,03/14/2023 07:32,39.55,14389,Indonesia
558394,61759,Product 14,2,03/11/2023 08:38,73.53,10863,Indonesia
523782,51153,Product 16,10,07/15/2023 12:48,68.79,15535,Indonesia
528454,87535,Product 4,9,11/12/2023 01:04,22.0,17408,Indonesia
567904,12581,Product 1,15,01/27/2023 20:07,24.66,11757,Indonesia
515592,61717,Product 13,13,08/18/2023 07:49,28.85,16863,Indonesia
522173,12763,Product 4,17,03/08/2023 21:43,41.7,12062,Indonesia
533204,65480,Product 18,16,02/27/2023 02:21,24.2,17989,Indonesia
535596,48759,Product 6,2,11/22/2023 01:22,2.95,15977,Indonesia
534324,86067,Product 3,14,06/21/2023 01:37,88.06,17849,Indonesia
561202,35307,Product 13,3,07/28/2023 02:33,96.6,16863,Indonesia
589400,21064,Product 16,12,10/13/2023 19:07,34.82,10854,Indonesia
530750,86848,Product 5,8,05/30/2023 11:57,34.51,11853,Indonesia
